"Iteration","Lambda_Min"
176,0.0286826986611387
177,0.0513985819734926
178,0.0120982348068204
179,0.00288783661606503
180,0.00523809734314153
181,0.0109447957141428
182,0.0172387709404765
183,0.0294208558360894
184,0.00175046239080342
185,0.0442227412899841
186,0.0585702377231269
187,0.0258333804008251
188,0.0289268327381416
189,0.0735600605172317
190,0.0172744646073674
191,0.0304473164419359
192,0.0139252313958284
193,0.00349677389307372
194,0.0249860738419445
195,0.00592893271635476
196,0.0264115974841633
197,0.00171814358633564
198,0.00540396836212055
199,0.0362026037579901
200,0.00283571460374364
201,0.0313278934479416
202,0.0288970179131666
203,0.0483980667911603
204,0.000442243686414332
205,0.0283810388188673
206,0.0289079537348348
207,0.0515472250341982
208,0.023748145348195
209,0.0210516439793315
210,0.0123841212621697
211,0.0666131924299952
212,0.0250942325275438
213,0.00333680325190908
214,0.00482044709855517
215,0.0164375811220474
216,0.000508412985637581
217,0.010990366903228
218,0.0277397077665723
219,0.0151692040978531
220,0.0404809232833191
221,0.0178268664410348
222,0.0422351642188739
223,0.00383755833948556
224,0.0299977334702845
225,0.00157676857192215
226,0.00905054073280241
227,0.0230877417346026
228,0.0327128342163794
229,0.00109229162668674
230,0.0346321169838785
231,0.0218911642548653
232,0.00922712286843922
233,0.0190410252505458
234,0.00286489989506378
235,0.0198292843709832
236,0.0194328695014274
237,0.00677558391623992
238,0.0439233847490442
239,0.00180210495888073
240,0.0450860101633109
241,0.000941152710385148
242,0.0510774125272433
243,0.024164387958403
244,0.0241324480556203
245,0.000565812043499959
246,0.000787515759515933
247,0.0211644522678447
248,0.00567454112647274
249,0.00923707696478278
250,0.00417986060880654
251,0.00336960813177806
252,0.0204741247081499
253,0.0262582058946088
254,0.0419955129586567
255,0.019081183576271
256,0.0111917095062911
257,0.0432138671506648
258,0.00087164191583293
259,0.0208918334562942
260,0.02968684717234
261,0.0297989073420721
262,0.0195634580378409
263,0.00127421328256746
264,0.038907796876037
265,0.00310726478596806
266,0.031960415926804
267,0.00141246795563616
268,0.0457539619400822
269,0.00970778130645108
270,0.0183001916898153
271,0.0286229032061261
272,0.00347142862819177
273,0.000502254909693875
274,0.0163800938242107
275,0.0302926490025697
276,0.0431613600991274
277,0.000545098530129642
278,0.0304601486959607
279,0.0123692899515631
280,0.000637247189189778
281,0.0316777144942089
282,0.0292379334449154
283,0.0227433412563061
284,0.0128118337946505
285,0.0258855482765613
286,0.00294406220857753
287,0.0410706757614947
288,0.037949582885074
289,0.0275519470429838
290,0.0278543360949362
291,0.0230889337486492
292,0.000919573985485365
293,0.0182822710117949
294,0.00185151704794564
295,0.0517382192430515
296,0.0437289150028662
297,0.0263078021666279
298,0.0605916596519908
299,0.0537148364739976
300,0.0237205846187758
301,0.00269962896701625
302,0.0329161167653077
303,0.00585380324347239
304,0.000746345064360632
305,0.00494902604580359
306,0.0179879924981715
307,0.0196556856489955
308,0.0151237168365578
309,0.0253833567502498
310,0.0186664477623696
311,0.021377192747509
312,0.0205496372357072
313,0.000528390775738662
314,0.0169503561243285
315,0.0121795180695565
316,0.00297258451537052
317,0.0346115034459701
318,0.00179704723135967
319,0.0212461943495774
320,0.0297248158305839
321,0.0260383286086248
322,0.0192806591278417
323,0.0187297653913973
324,0.00234020227596001
325,0.000215719120288387
326,0.00417599015292476
327,0.0207600353964757
328,0.0354201083304804
329,0.00229677818357972
330,0.023118208129763
331,0.0261485004434345
332,0.0180702932662144
333,0.0430821664110067
334,0.0181717033097942
335,0.0127831219814231
336,0.00444205913414326
337,0.0765710806188112
338,0.00949329834636378
339,0.00123170930667904
340,0.0267759558703368
341,0.00950538447025169
342,0.0267289690177578
343,0.0432694052655228
344,0.0120220697450417
345,0.00303437858622694
346,0.0265747842721488
347,0.00475095032484874
348,0.000317208149198222
349,0.0140927968653312
350,0.0200374507516959
351,0.0358037542764872
352,0.0221130058522338
353,0.0278248487515289
354,0.0127895110697272
355,0.00151196614609493
356,0.000355088678733786
357,0.0146562407293826
358,0.0267855425499067
359,0.024857406018665
360,0.00373095438743439
361,0.00791286481386201
362,0.0201558535972095
363,0.0269495629088285
364,0.0291637249804088
365,0.0420530509743343
366,0.0409558466546065
367,0.0107300734217855
368,0.039539025321108
369,0.0201263581826698
370,0.017440710451819
371,0.0124410050087975
372,0.0673898412173553
373,0.0205550832562643
374,0.0702108112888087
375,0.0158902905969563
376,0.0232486447398607
377,0.0210804488481514
378,0.051623476403873
379,0.05160445228653
380,0.0328651839065707
381,0.0149430986206171
382,0.0255546185332907
383,0.00837181921178979
384,0.0501765295209174
385,0.0160039533746558
386,0.0152836959533636
387,0.0131242434107431
388,0.0199301190316303
389,0.0300581379181657
390,0.00454847364522706
391,0.00430076574204283
392,0.0433743129732392
393,0.0100359481198803
394,0.0124642180237643
395,0.016307500953575
396,0.0146210577522371
397,0.049284445943423
398,0.0364714069086743
399,0.0236802995454791
400,0.0276196728179473
401,0.00213092065165659
402,0.0308105839478579
403,0.0170862589675897
404,0.00386694330137614
405,0.00132719979561087
406,0.0533395544417569
407,0.0299775411607021
408,0.0381922070483116
409,0.0593962367419631
410,0.00617582289965971
411,0.0202268654260896
412,0.0315909628084416
413,0.0189606720884224
414,0.00316323193258071
415,0.0365819665753674
416,0.0159098838445694
417,0.033418296680843
418,0.00116560966490301
419,0.0183669743744792
420,0.0145272701170682
421,0.0202459665291405
422,0.0453018650558525
423,0.00301376239856685
424,0.00031383778507752
425,0.0370519281765517
426,0.0230393013657581
427,0.0018735717441784
428,0.025818477320434
429,0.0218051238731462
430,0.0239986652999117
431,0.0119578298616804
432,0.00449356472731747
433,0.0186125994976325
434,0.0196765402843199
435,0.0630086908184735
436,0.032802229642493
437,0.00193326143330091
438,0.00253704631487544
439,0.0182209356080941
440,0.000344214472058061
441,0.0124107250525304
442,0.0455747975379373
443,0.0272391390487635
444,0.0167632000600305
445,0.0409099180956377
446,0.0227609620184174
447,0.0432159443229697
448,0.0275490041933656
449,0.0238552623659617
450,0.0379254408769878
451,0.0246053937797552
452,0.0204879581899545
453,0.0286905539488831
454,0.0108195131253644
455,0.023248265413628
456,0.0206960228265397
457,0.0023017222809662
458,0.000420904264448791
459,0.025021786309779
460,0.0122656462030882
461,0.0167858099061522
462,0.0046522253676742
463,0.00883852320353156
464,0.021991835392813
465,0.0293780848522884
466,0.0179915542918706
467,0.0226514871083472
468,0.00162801422169535
469,0.00315699826093529
470,0.0176658543446077
471,0.000443326222397068
472,0.00341146856216616
473,0.0147878344332254
474,0.0199578157212646
475,0.00453981353838541
476,0.0420292327189178
477,0.0288075730030731
478,0.0175115607733482
479,0.0203867643376877
480,0.0014911934092353
481,0.00885433773919511
482,0.0511332452720214
483,0.00113718417124269
484,0.0183137533844118
485,0.0335874558786977
486,0.0153932902728957
487,0.0344237347940802
488,0.015749226703652
489,0.0187670569450942
490,0.0154098371975794
491,0.0155330823085675
492,0.0185915669537445
493,0.0211664219192256
494,0.0393329668082659
495,0.0183239624768558
496,0.0284243184961442
497,0.00330505064723568
498,0.0445507632301815
499,0.00369227029157393
500,0.0180700678694258
501,0.0365418847385366
502,0.0234908645603218
503,0.00443564624681151
504,0.0241596317435768
505,0.0401571120848749
506,0.0139923171445425
507,0.0175550279522457
508,0.00274504384083131
509,0.000720736445830242
510,0.0308858242902605
511,0.00288846687122234
512,0.0334016101156551
513,0.0672374768911496
514,0.0269183226235789
515,0.0216527267083963
516,0.0623876501944602
517,0.0277350432793653
518,0.0134674849634612
519,0.0186646296484452
520,0.000288994129362481
521,0.0038936668772435
522,0.0178669892855594
523,0.0199118862711977
524,0.0282141979090186
525,0.00180183330692686
526,0.000416386053068629
527,0.0337424909427137
528,0.0393515082081085
529,0.0239366189120695
530,0.000440441006285359
531,0.0372865043304895
532,0.0379979702549355
533,0.00205461382692743
534,0.0281020482824211
535,0.0172599179563958
536,0.0157732655859539
537,0.017134897243338
538,0.030965091213855
539,0.0190245648742582
540,0.0260772161454932
541,0.00376643427970222
542,0.0163540823959672
543,0.0569259074475768
544,0.00124154781915675
545,0.0345542840593568
546,0.00458879340818873
547,0.0494180191567027
548,0.0257899198585867
549,0.000561249888552653
550,0.0400544562384694
551,0.0173873932242349
552,0.0332237520517713
553,0.0122641745702622
554,0.0802061715571149
555,0.00674221950870888
556,0.000842929656181169
557,0.00373357283299354
558,0.0251862043873212
559,0.0830466260633797
560,0.0196278947857566
561,0.0116400846316503
562,0.00859725126477978
563,0.00976490862004141
564,0.0213242450470122
565,0.0308362854720071
566,0.0289558765928668
567,0.00745565402931661
568,0.0173184050222657
569,0.00196852331656462
570,0.00165520637664876
571,0.0242076666991659
572,0.0190870348477424
573,0.0159681308102557
574,0.0163533395637456
575,0.0237145922841702
576,0.00420019309766649
577,0.0137804400376873
578,0.00144694226795215
579,0.0168277749163031
580,0.0329133474181363
581,0.0332507781903794
582,0.0586809230926304
583,0.0244130204292445
584,0.00130416118957803
585,0.0306564990153988
586,0.0229761922523471
587,0.0196789347591056
588,0.00236499296554398
589,0.00837971248933418
590,0.00185539147207723
591,0.0217474890227304
592,0.015369502908821
593,0.0249071092557068
594,0.021790331418396
595,0.0255088671323896
596,0.00296843902955383
597,0.0206477632780129
598,0.0465266055728617
599,0.0443370957633398
600,0.0166221474033782
601,0.0227444244225229
602,0.0138291695268294
603,0.0174575382800422
604,0.00443980099433003
605,0.0343992585370281
606,0.000343760448346511
607,0.00641491211778544
608,0.00161260318391443
609,0.0223637301399117
610,0.0290216952105368
611,0.00040520155934507
612,0.0244157127131993
613,0.0247325714534135
614,0.0270348955645632
615,0.0184226884100374
616,0.028291098607246
617,0.00291767012307021
618,0.01049067854464
619,0.0306297571075089
620,0.0259709066144444
621,0.0449423484612856
622,0.00505425600655749
623,0.00309874600295017
624,0.0210648836409203
625,0.000789601123559842
626,0.0169222249529804
627,0.0345264048842552
628,0.00291712297524055
629,0.01160363263925
630,0.0326724954231494
631,0.0298322445695721
632,0.0160423198866556
633,0.0153634693963052
634,0.00380516637827304
635,0.110000773317388
636,0.0240498056097904
637,0.0255213751938211
638,0.000587086675325421
639,0.00109862853176678
640,0.0177971743143389
641,0.0234054928118402
642,0.024886072474947
643,0.019042472865676
644,0.0234577418138497
645,0.0200574162917773
646,0.0195293941346397
647,0.0214207178843779
648,0.000662735246570325
649,0.0171471699585281
650,0.0161159638019912
651,0.0307535173696669
652,0.0455842409867544
653,0.0455677185363604
654,0.0543421665858785
655,0.0156301839119189
656,0.0298217990255988
657,0.0189827990440309
658,0.0298813944476577
659,0.0320853074696732
660,0.0375243529229443
661,0.0326171261642112
662,0.0466766954111222
663,0.0450040291714065
664,0.00303361106993081
665,0.0029645433189506
666,0.00169275478038525
667,0.0184502739484747
668,0.0218930813177746
669,0.0182803289697402
670,0.00141456820431742
671,0.0166196733930647
672,0.00620475572837802
673,0.000483806942837227
674,0.00047327173137456
675,0.0296311670073223
676,0.0386949723888715
677,0.000692571019485305
678,0.0311233252590904
679,0.019625779323585
680,0.022073449545933
681,0.0162595431509332
682,0.0124103241304045
683,0.00403891187304577
684,0.0685303128745512
685,0.0216136361687647
686,0.0301509735655763
687,0.0257783734925738
688,0.0225118311969351
689,0.033892858809235
690,0.0223531260498419
691,0.041883349662397
692,0.0240719472673498
693,0.0408044933588272
694,0.00872877236489423
695,0.0156230170320404
696,0.0342164240419533
697,0.0178425808429574
698,0.0364846171204949
699,0.0314335152647917
700,0.00471301860562458
701,0.00582167747815734
702,0.0214618669438294
703,0.028593313199182
704,0.00392178158806564
705,0.0259376924599302
706,0.0393926300575357
707,0.0356035052121031
708,0.00218889346737046
709,0.020219759509019
710,0.00624456476927277
711,0.0774145957937758
712,0.0251075967756004
713,0.024726018074483
714,0.00207688861404778
715,0.0112671529781419
716,0.0123436234329148
717,0.00163280650293075
718,0.032072080869158
719,0.0258801259785749
720,0.0189450094999703
721,0.0296755944539928
722,0.00495014183924541
723,0.00129800297411588
724,0.00306315762679447
725,0.00150473528839216
726,0.0135326630213316
727,0.0422259731134824
728,0.000416635144683266
729,0.0338027037551463
730,0.041579151793398
731,0.0413155635373613
732,0.0362024169363578
733,0.0187261620356985
734,0.00572062572023508
735,0.000859115929553958
736,0.00185187916114863
737,0.0443178131829699
738,0.0356559044031784
739,0.00324732852239379
740,0.00481493431750304
741,0.0147444932281988
742,0.00387579456506659
743,0.00193321615274085
744,0.0178504817046106
745,0.0014420657041319
746,0.00182977809767563
747,0.0255400877904327
748,0.0394538220644185
749,0.0432155191786838
750,0.020565248391866
751,0.0124078021152585
752,0.0036414062126511
753,0.0162728254104595
754,0.0369034707580505
755,0.0149606796659723
756,0.0198696438556554
757,0.00127950674489671
758,0.0318179516603243
759,0.000596391470070898
760,0.00921790447666195
761,0.0231830189314878
762,0.0304288567502065
763,0.0225721356934656
764,0.0413263194639747
765,0.00207889389110488
766,0.058761274823458
767,0.021080096830258
768,0.0299818285418363
769,0.0101612587441208
770,0.00430835686895696
771,0.0261122676087471
772,0.00168104504760321
773,0.00442473265882453
774,0.0413710105115239
775,0.00363503484981648
776,0.0207843930634748
777,0.000817156439454604
778,0.000436115644153283
779,0.00243487020676631
780,0.0186253923854327
781,0.0251021319331336
782,0.0210327532039679
783,0.0399543176424497
784,0.003004207908693
785,0.0250623800319686
786,0.00693455387323886
787,0.0166906623721703
788,0.00596373407256787
789,0.0235628026588271
790,0.00398682666375968
791,0.0160512564748174
792,0.0356955908964229
793,0.012280447359566
794,0.00385262605430308
795,0.046369643450264
796,0.0223433680542982
797,0.0319174126908887
798,0.0595941752028466
799,0.000450744743327774
800,0.0575381913016115
801,0.0202386817439096
802,0.0254679100432681
803,0.00101669645763915
804,0.0425815762354109
805,0.000952997781651966
806,0.020776595165987
807,0.00183639504228462
808,0.0198543566166843
809,0.041713189025487
810,0.01011082889574
811,0.018292782710287
812,0.00654292241875782
813,0.00180002308344705
814,0.0450551819383213
815,0.0269144380252666
816,0.0425441078914262
817,0.000424113783455774
818,0.00186866224146419
819,0.029451606957392
820,0.0445492865862299
821,0.0120684868602613
822,0.00172338674585342
823,0.0306491531747692
824,0.0230586206921412
825,0.0156008915974111
826,0.0505200010321635
827,0.0104699230277223
828,0.0252640741921055
829,0.0238170895728286
830,0.027600628399828
831,0.02188257853509
832,0.0190623711726803
833,0.0404317294795933
834,0.0172760125518779
835,0.10959961303194
836,0.0227218459983936
837,0.0596552588506325
838,0.0316013768391314
839,0.0260117491963583
840,0.00627175665368163
841,0.000330260071294063
842,0.0247036873144672
843,0.0668958108535538
844,0.00828235865399853
845,0.0297343127783366
846,0.00338031003786381
847,0.0210136054519404
848,0.0404500308402781
849,0.0452461025285914
850,0.00515943866361337
851,0.0166245479583598
852,0.00106571755796481
853,0.0191513359890329
854,0.0376796502154025
855,0.0547263268178744
856,0.0453847678702998
857,0.00805539454694194
858,0.0649846527458222
859,0.0131514857792047
860,0.0138815300715204
861,0.0274797953824803
862,0.00615955585997337
863,0.000726559377207035
864,0.0319545578488185
865,0.0025405368346069
866,0.00059126985281575
867,0.00356644379920792
868,0.0222150699124729
869,0.0142590354112146
870,0.02428567897371
871,0.0708893321785965
872,0.0336735200832851
873,0.01118255494701
874,0.0112518184474889
875,0.00717961346320294
876,0.0306567191149517
877,0.0140965594207143
878,0.0309659054619979
879,0.0331425347030447
880,0.0198307025682851
881,0.022962839321906
882,0.0162129629573607
883,0.00360577070770035
884,0.0329227290133198
885,0.0125822139155704
886,0.00242664693769022
887,0.000511125905618839
888,0.016689993747825
889,0.0109042941698728
890,0.0452368962727943
891,0.0464280137016576
892,0.0414563169664495
893,0.0334573679080606
894,0.0133774050557288
895,0.0103505376667209
896,0.0212858153197488
897,0.0202363168867033
898,0.018386422538887
899,0.0423976870925886
900,0.0159907301558102
901,0.00300002716690293
902,0.029616901084759
903,0.0182854509587332
904,0.0298917702977004
905,0.00283023518133036
906,0.00189569010085321
907,0.0218142197641585
908,0.0127569827121348
909,0.0250899805380767
910,0.0298527899418964
911,0.0192473631150498
912,0.04309873085138
913,0.000610837406032154
914,0.0201184353673446
915,0.0136508243343252
916,0.00208060468647328
917,0.00337472375163188
918,0.0341515597205986
919,0.0117052483204032
920,0.0171482022520193
921,0.0168157520641006
922,0.0372662506914658
923,0.0280168823843627
924,0.0127547639872935
925,0.0168087021915557
926,0.0458152488226373
927,0.0370809113687721
928,0.0184698234125746
929,0.0102419766724529
930,0.00108580294329747
931,0.000633678004232226
932,0.0226386119200707
933,0.00145064075240502
934,0.00844512320260451
935,0.0258427215556734
936,0.000433986276513668
937,0.0183180615546463
938,0.0156989096621232
939,0.023811549078899
940,0.00267128529928368
941,0.016709899815624
942,0.0253942006556781
943,0.00239321509610307
944,0.0162247238056402
945,0.0193719982692
946,0.015884468534542
947,0.000797628797926743
948,0.00573904244876984
949,0.0405370997794791
950,0.0222496288917571
951,0.038533408167396
952,0.0431814290336003
953,0.0182127058799899
954,0.0735913730284881
955,0.00141448704513656
956,0.00929823238312675
957,0.00107148379438829
958,0.00371616124836277
959,0.00802311342245503
960,0.00561913656391124
961,0.0214103779053946
962,0.0175674238300783
963,0.0272792376906143
964,0.0179347089645386
965,0.036248250942537
966,0.000545357691793146
967,0.0195694065217485
968,0.0107017504643225
969,0.0313568030302508
970,0.00583691761388344
971,0.0293272534983273
972,0.0509989697419211
973,0.0109630180851131
974,0.0349284843454731
975,0.0386385445530982
976,0.0217736364246215
977,0.0226967074878036
978,0.000407417644611878
979,0.0299510918226695
980,0.0277240915171855
981,0.0201044064560282
982,0.00580395608804212
983,0.0251015227068839
984,0.0175908534097732
985,0.0295267425520696
986,0.0328822560139457
987,0.0492649817142866
988,0.0463089231759295
989,0.00968407120383817
990,0.0256764086064356
991,0.0389419313665485
992,0.00031649340642071
993,0.0287782483953061
994,0.0303766249917476
995,0.0248022982808473
996,0.00167185524646932
997,0.0108451089724217
998,0.0152471245495794
999,0.00564718049625188
1000,0.00989536509254156
