"Gene","Module"
"ATN1","turquoise"
"REEP5","brown"
"PRPF6","blue"
"UBR5","red"
"LCP1","green"
"H1-0","tan"
"EIF3G","blue"
"PLXNB2","blue"
"DUSP6","yellow"
"HLA-DRA","green"
"ATP6V1D","purple"
"TOP1","midnightblue"
"RPS28","salmon"
"CYCS","yellow"
"BSCL2","blue"
"MRPS18B","purple"
"UQCRFS1","purple"
"C1QBP","purple"
"PDHB","black"
"CNP","magenta"
"GGA2","green"
"SLC1A5","blue"
"NADK","grey"
"SRI","black"
"NXF1","grey"
"CYFIP1","greenyellow"
"RNF11","black"
"CLDND1","purple"
"NEU1","purple"
"POR","blue"
"RPL13","salmon"
"ILF3","blue"
"PPP4C","blue"
"LGALS8","grey"
"ID1","brown"
"PRCC","blue"
"SEPHS1","red"
"SEC62","red"
"BECN1","purple"
"UPF1","blue"
"LGALS3","magenta"
"ALDH7A1","grey"
"LARP4B","brown"
"DUT","midnightblue"
"ERP44","green"
"KLF6","tan"
"FADS1","grey"
"NDUFA9","grey"
"UROD","grey"
"ATP5MC1","blue"
"ERI3","blue"
"KPNB1","yellow"
"TUBB4B","blue"
"CRIP2","blue"
"NCOA6","grey"
"UBC","blue"
"PECAM1","greenyellow"
"RBM10","blue"
"TCF12","red"
"KDM2A","brown"
"STAT3","blue"
"PPIG","midnightblue"
"POLR2C","grey"
"UCP2","green"
"SEPTIN8","brown"
"ANAPC13","black"
"CALCOCO1","turquoise"
"FBXL5","black"
"RSRP1","red"
"KRT8","brown"
"ESD","purple"
"MAGED1","purple"
"DNAJB6","blue"
"KRT7","brown"
"LONP1","blue"
"PINK1","brown"
"OSER1","grey"
"SYNCRIP","red"
"TUBB","blue"
"ABI1","black"
"COPS7A","blue"
"CADM1","grey"
"DYRK1A","red"
"PNRC1","greenyellow"
"MDK","grey"
"MDH2","blue"
"PSMB8","green"
"UBE2G2","blue"
"PAPSS1","black"
"SF3B4","magenta"
"GABARAPL2","black"
"RALGDS","tan"
"NSD2","yellow"
"CDC5L","purple"
"EDF1","tan"
"H3-3B","purple"
"RGS5","brown"
"ISCU","greenyellow"
"WDR45B","red"
"TXN2","blue"
"PCDHGA1","blue"
"COL18A1","tan"
"CORO1A","green"
"MCAM","grey"
"SH3GLB1","black"
"GLOD4","purple"
"GBA1","magenta"
"DDAH1","brown"
"DLD","black"
"UBE2V2","black"
"JAG1","brown"
"IFRD2","blue"
"CCN2","cyan"
"UFD1","turquoise"
"NHP2","blue"
"NCOA1","brown"
"TSPAN6","black"
"RGL2","grey"
"RNF5","purple"
"CDKN1B","black"
"HMG20B","blue"
"TSPAN1","turquoise"
"UBA3","red"
"HBB","brown"
"WBP2","blue"
"TUBA1A","grey"
"NR2F2","red"
"PLIN2","greenyellow"
"QDPR","magenta"
"MYD88","green"
"KRT6A","brown"
"KRT6B","brown"
"TRIP6","blue"
"SNAP23","black"
"USP10","blue"
"IGLC1","green"
"PRKRA","purple"
"UBE2G1","purple"
"CLNS1A","purple"
"MSMO1","brown"
"PLPP1","brown"
"RXRB","turquoise"
"TM9SF1","purple"
"TCF3","grey"
"TAX1BP3","brown"
"NT5C2","grey"
"COL6A2","cyan"
"DNAJA2","purple"
"CYTH2","blue"
"NDRG4","brown"
"AKR1C3","brown"
"PRPF4","yellow"
"AATF","blue"
"MAN2B1","blue"
"GPM6B","magenta"
"ITPA","blue"
"AGR2","brown"
"QRICH1","grey"
"SEC23IP","yellow"
"NDUFAF3","blue"
"DHX38","blue"
"RABGGTB","red"
"DEPP1","green"
"IRS2","magenta"
"ATP2A2","magenta"
"FOS","greenyellow"
"DIAPH1","grey"
"TUBB6","grey"
"PIM1","brown"
"CETN2","blue"
"ADCY6","blue"
"WDR46","blue"
"SYT11","grey"
"CXCR4","green"
"EXTL3","blue"
"BICD2","brown"
"LMO4","grey"
"SEC22B","purple"
"MPDU1","purple"
"FERMT2","black"
"KLF5","brown"
"CBR1","purple"
"EWSR1","yellow"
"SLC75A1","blue"
"WDR45","blue"
"SQLE","grey"
"NELFE","blue"
"GPC3","brown"
"OSBPL2","brown"
"NDUFA2","salmon"
"TUSC3","black"
"PPP6R1","blue"
"NUPR1","brown"
"DCTN5","green"
"EMG1","grey"
"KIF1B","tan"
"CLCN7","blue"
"SLC23A2","magenta"
"STX3","magenta"
"NFKB1","green"
"MINK1","brown"
"PEG3","turquoise"
"KIF1C","tan"
"ABCF2","magenta"
"GHITM","purple"
"TUBA1C","purple"
"HARS2","grey"
"KLHDC10","yellow"
"SMC3","yellow"
"SFN","brown"
"NR2F6","blue"
"TSPAN4","blue"
"METTL3","pink"
"SLC39A8","black"
"LAMB3","brown"
"ISCA1","black"
"CLN3","blue"
"TFPI2","grey"
"NSDHL","brown"
"MRC2","brown"
"ATP2B1","grey"
"PRKD2","turquoise"
"CRYAB","grey"
"TASOR","red"
"CDC42EP3","magenta"
"NFIB","brown"
"ID4","brown"
"TNFRSF10B","magenta"
"PPM1B","red"
"NECAP1","yellow"
"CA2","brown"
"POLR2H","salmon"
"NDUFS4","black"
"SWAP70","red"
"BNIP2","red"
"AZGP1","brown"
"CASP4","green"
"BCL2L2","brown"
"HLA-DRB1","green"
"GPN1","grey"
"HBS1L","grey"
"ADCY3","grey"
"SH2B1","tan"
"THAP12","black"
"RGS16","turquoise"
"HIGD2A","blue"
"ULK1","brown"
"LOC102724159","blue"
"SIAH2","greenyellow"
"UAP1","black"
"IKBKB","pink"
"EFHD1","grey"
"TPM4","purple"
"PI4K2A","blue"
"GPS2","blue"
"KRT14","brown"
"SIN3B","pink"
"FAM163A","grey"
"TNFRSF14","magenta"
"PLPP3","brown"
"TAF11","red"
"PCBP4","grey"
"MED21","purple"
"ECM1","blue"
"STXBP2","green"
"EPHX2","brown"
"ANXA3","brown"
"SH3BP2","turquoise"
"MALL","brown"
"IGHM","green"
"XPC","grey"
"HMGN3","red"
"CCSER2","grey"
"ABCC5","pink"
"SF3A2","turquoise"
"POLR3C","purple"
"DDIT3","turquoise"
"PLPBP","blue"
"TM4SF1","brown"
"PAPOLA","yellow"
"TSC1","pink"
"DPM2","blue"
"ENPP2","green"
"EIF4E2","grey"
"ASMTL","brown"
"CHI3L1","brown"
"ME2","yellow"
"H1-2","grey"
"SLC12A4","turquoise"
"TBC1D3E","pink"
"TMED7","black"
"FAM3A","blue"
"BAG2","red"
"DEAF1","blue"
"KIF2C","yellow"
"GRB10","yellow"
"GGA3","blue"
"B4GALT2","tan"
"FZR1","blue"
"IFI35","lightcyan"
"THOC5","grey"
"SMPD1","blue"
"MSH2","yellow"
"AMACR","grey"
"ZFPL1","blue"
"EIF2B4","grey"
"BTAF1","red"
"PATZ1","turquoise"
"CREB3","blue"
"PPAT","yellow"
"SPON1","brown"
"PHKA2","turquoise"
"RHOBTB2","blue"
"SERPINA5","grey"
"RAP1GDS1","red"
"SYNE1","green"
"LSM2","purple"
"OSGEP","green"
"VTI1B","purple"
"SLC9A1","blue"
"TEAD3","brown"
"FBXW11","black"
"DUSP5","grey"
"WDR18","blue"
"APLP1","grey"
"TAF12","grey"
"AURKB","yellow"
"MKNK1","green"
"LRP5","tan"
"GPM6A","turquoise"
"KYAT3","grey"
"USP15","black"
"EMD","blue"
"CENPX","blue"
"CCDC28A","green"
"HLA-DQB1","green"
"POP7","grey"
"NSL1","yellow"
"UTP3","black"
"PPT2","turquoise"
"PDZD2","brown"
"CEP250","turquoise"
"RARRES2","green"
"RBM4B","pink"
"TNFSF13","green"
"CDR2","grey"
"PSMC5","grey"
"PLEKHB1","purple"
"NR2F1","grey"
"RPA3","yellow"
"DPAGT1","blue"
"RNF139","black"
"POLR2F","blue"
"HSDL2","brown"
"RAB27A","magenta"
"SMYD5","blue"
"ASH2L","grey"
"NCBP1","yellow"
"AMOT","turquoise"
"TAF2","yellow"
"HDGFL3","yellow"
"EXOSC2","red"
"TELO2","blue"
"PLPP2","brown"
"CACNB3","turquoise"
"GSTZ1","grey"
"PLAA","grey"
"EHD4","purple"
"EXTL2","yellow"
"ZNF32","grey"
"ARHGEF6","green"
"IGF1","greenyellow"
"CD34","brown"
"RIPK2","grey"
"APOL1","green"
"SUGP1","grey"
"NDN","brown"
"YIPF4","yellow"
"VPS8","turquoise"
"NCDN","blue"
"HIP1R","brown"
"DLK1","grey"
"THBS3","turquoise"
"RNF113A","grey"
"INSIG2","grey"
"RRS1","yellow"
"RGL1","green"
"NSG1","magenta"
"CIRSR","grey"
"EED","red"
"IL10RB","grey"
"GNAI1","brown"
"PCYT2","blue"
"MBD4","black"
"PLAAT3","grey"
"CD200","green"
"APOBEC3C","grey"
"MINPP1","yellow"
"PRUNE1","grey"
"EPHB2","turquoise"
"BMP7","turquoise"
"DCAF7","blue"
"TOR1B","grey"
"GTF2F2","black"
"MXRA5","cyan"
"PNMA2","turquoise"
"GATA3","brown"
"TST","brown"
"CYTIP","green"
"SULT1A3","pink"
"ACAT2","grey"
"MRPL9","purple"
"SLC1A4","blue"
"ADH1B","brown"
"PAK1","grey"
"CES1","turquoise"
"CTNND2","turquoise"
"CD74","green"
"ABCB7","red"
"PDLIM3","grey"
"STK16","blue"
"MCCC2","grey"
"PIGH","purple"
"OSBPL3","grey"
"NXT2","black"
"FBXW2","red"
"GPR37","grey"
"BUB1","yellow"
"PLD2","brown"
"ALDH1B1","grey"
"TBC1D22A","grey"
"TGFB1I1","tan"
"PGF","pink"
"KPNA4","black"
"ICE1","red"
"TMEM47","brown"
"HSF2","red"
"TTR","turquoise"
"KIFC3","blue"
"CETN3","red"
"ITGA7","brown"
"CYB561D2","blue"
"CHUK","yellow"
"CES2","brown"
"SERBP1","black"
"TRAC","green"
"CRY1","red"
"TFPI","greenyellow"
"PRKCI","red"
"SMAGP","brown"
"KIFC1","yellow"
"SLC19A2","yellow"
"RIN2","brown"
"S100B","magenta"
"CCDC93","pink"
"EYA2","brown"
"ASTN2","grey"
"PTS","yellow"
"FBP1","green"
"CCHCR1","grey"
"AKR1C2","brown"
"FTO","grey"
"NKX3-1","turquoise"
"PIGK","red"
"MOXD1","grey"
"SLC35D1","grey"
"CDKN3","yellow"
"CBX5","red"
"SERPINB3","brown"
"IFFO1","turquoise"
"SERPINB9","green"
"UTP20","blue"
"CA11","grey"
"GM2A","green"
"NTHL1","blue"
"CLEC2B","black"
"NCKAP1L","green"
"ABCG2","turquoise"
"SOX13","magenta"
"PNPLA4","grey"
"SCAPER","turquoise"
"MYL2","turquoise"
"ITCH","grey"
"COQ7","turquoise"
"TGFB3","brown"
"ACE","grey"
"NR1D2","grey"
"TRAPPC2B","grey"
"REG1A","grey"
"NMNAT2","turquoise"
"MYCN","turquoise"
"MFAP5","brown"
"ECI1","grey"
"TMEM131L","green"
"CHRDL1","brown"
"ADAM19","turquoise"
"SEPTIN5","grey"
"SEPT5-GP1BB","grey"
"CXCL2","green"
"SLC19A1","magenta"
"TRIP11","grey"
"LLPH","turquoise"
"PHTF2","yellow"
"KHDRBS3","yellow"
"DBP","grey"
"JAG2","brown"
"PLA2G4C","grey"
"ERAP1","green"
"CORO2B","grey"
"CASP6","pink"
"PADI2","turquoise"
"KLK10","brown"
"GRIA1","turquoise"
"SRGAP3","turquoise"
"CD69","green"
"NPAT","turquoise"
"PRKAA1","red"
"KRT16","brown"
"PHLDA2","magenta"
"DCLRE1A","yellow"
"PMS2","magenta"
"H2BC12","purple"
"NFIX","brown"
"SFTPB","turquoise"
"TRGV9","green"
"ZNF330","black"
"HABP4","turquoise"
"TBL3","tan"
"IL33","greenyellow"
"VLDLR","magenta"
"BMAL1","greenyellow"
"UCK2","yellow"
"PPT2-EGFL8","green"
"IL16","grey"
"NHERF2","grey"
"DNASE2","grey"
"CDT1","blue"
"CRADD","grey"
"BOLA2","yellow"
"AP4M1","blue"
"DNM3","turquoise"
"LRRN3","turquoise"
"SOX10","magenta"
"HOXB13","grey"
"BTN3A2","green"
"CDH17","turquoise"
"PMEL","magenta"
"CDC42EP2","turquoise"
"ZC3H13","magenta"
"KLK2","turquoise"
"SPHK2","turquoise"
"TRIM9","yellow"
"FRAT2","brown"
"ADGRL3","brown"
"ADRA2A","greenyellow"
"APBA2","grey"
"PKP3","brown"
"SPP1","yellow"
"SELPLG","green"
"LAT","green"
"RIT1","yellow"
"COLGALT2","turquoise"
"RHOD","brown"
"MYL1","turquoise"
"SEC31B","turquoise"
"TSPAN5","brown"
"SPC25","yellow"
"FUT4","green"
"SLIT2","turquoise"
"ITSN2","pink"
"PUF60","blue"
"ATR","red"
"TNNC1","grey"
"HOXA9","brown"
"C3AR1","green"
"TGFB2","turquoise"
"SLC25A16","pink"
"H2BC5","grey"
"AP5Z1","pink"
"NRXN1","turquoise"
"DHTKD1","blue"
"TP53TG1","grey"
"BMPR2","blue"
"BRAP","grey"
"CCL18","green"
"OCLN","turquoise"
"BORCS8","grey"
"MSC","grey"
"IKBKG","turquoise"
"NFE2","turquoise"
"CD300A","turquoise"
"ATP2C1","red"
"TM4SF4","turquoise"
"TADA2A","turquoise"
"PARP3","blue"
"RIPK1","purple"
"MAGEA3","grey"
"FBXL4","black"
"GSK3B","grey"
"VEGFC","turquoise"
"KCNMB1","turquoise"
"NCF2","green"
"VILL","turquoise"
"MAP2K7","turquoise"
"CDC37","blue"
"FAP","cyan"
"CAMK2B","turquoise"
"NPPA","turquoise"
"BBS9","yellow"
"HGF","turquoise"
"EPOR","turquoise"
"RAD51D","turquoise"
"NCAM1","turquoise"
"NFKBIL1","blue"
"PLG","turquoise"
"SHMT1","grey"
"CSDC2","turquoise"
"NRXN2","grey"
"KDM4C","pink"
"ASCL1","turquoise"
"ZNF268","pink"
"GABBR2","turquoise"
"ABCB1","grey"
"TCL1A","green"
"PIGO","turquoise"
"SOCS1","green"
"GATA6","grey"
"OLR1","grey"
"GART","yellow"
"ABHD14A","blue"
"GPD2","yellow"
"GOSR2","turquoise"
"SLC25A1","blue"
"HPX","turquoise"
"MAP2","turquoise"
"MYT1L","grey"
"CALML3","brown"
"CCNO","grey"
"PCGF1","blue"
"UBE2E3","black"
"CARD10","brown"
"APEX1","purple"
"ORC3","red"
"IDO1","green"
"CD247","green"
"SPAG6","turquoise"
"NOS2","grey"
"PRKCQ","green"
"SLC12A5","turquoise"
"PGM3","black"
"CTSZ","purple"
"FRMD8","turquoise"
"LYL1","green"
"IDH2","brown"
"NAPG","yellow"
"SERPINC1","turquoise"
"RAPGEF3","turquoise"
"TPX2","yellow"
"TAF5","red"
"HAUS3","yellow"
"TSHR","turquoise"
"RND1","turquoise"
"SMG1","grey"
"MAPK13","brown"
"PDE6G","turquoise"
"ZNF589","turquoise"
"UPK1B","turquoise"
"AQP4","turquoise"
"CPT1B","pink"
"CCL19","green"
"ST8SIA1","magenta"
"CTSV","brown"
"MARCHF2","tan"
"CELA3A","turquoise"
"AGER","turquoise"
"ABCA4","turquoise"
"SEMA7A","turquoise"
"ANXA9","brown"
"HR","brown"
"MYL4","turquoise"
"ARC","grey"
"MAGOH","blue"
"PARD3","brown"
"IGFBP3","grey"
"CYP4B1","brown"
"ABCA2","turquoise"
"FOXA2","turquoise"
"FYN","grey"
"RDH5","turquoise"
"CLCA1","turquoise"
"SND1-IT1","pink"
"NLRP1","brown"
"INVS","turquoise"
"RPL39L","black"
"SH2D1A","green"
"SPAG1","red"
"KCNJ15","turquoise"
"B3GALT2","turquoise"
"PRM2","grey"
"CHRNA7","grey"
"BANF1","blue"
"RAB6B","magenta"
"LTB4R","brown"
"TM7SF2","brown"
"EFNA3","brown"
"CCL11","turquoise"
"RGS20","magenta"
"PMP22","grey"
"CST7","green"
"INHA","brown"
"ANXA10","turquoise"
"PLA2G4A","black"
"ART3","red"
"ATP5PD","grey"
"LAMA5","brown"
"DYRK3","turquoise"
"LILRB4","green"
"MYOC","turquoise"
"URI1","black"
"ERCC4","turquoise"
"PAFAH1B2","grey"
"CXCL11","green"
"GZMB","green"
"DNASE1","grey"
"TLR5","green"
"TEF","turquoise"
"C6","turquoise"
"SEC14L5","turquoise"
"PTPRJ","turquoise"
"GCFC2","red"
"TLR1","green"
"TRIM15","turquoise"
"KCNJ13","grey"
"CORT","turquoise"
"PNN","blue"
"ITGAX","green"
"GABPA","black"
"HSPA1L","green"
"STX11","grey"
"ATP8A1","pink"
"ITPK1","magenta"
"PLP1","magenta"
"CRYAA","turquoise"
"B3GALT4","brown"
"HSP90AA1","yellow"
"CMC4","salmon"
"EIF6","blue"
"FZD2","grey"
"CHRNA3","turquoise"
"LILRB3","green"
"DLGAP2","turquoise"
"CSF2","turquoise"
"GRM4","turquoise"
"IRX5","brown"
"CDKN2D","blue"
"ST20","yellow"
"B4GALT3","blue"
"CAMP","grey"
"ABCC8","turquoise"
"SYN2","turquoise"
"WNT7A","turquoise"
"MADD","turquoise"
"MS4A3","green"
"RAD51B","turquoise"
"RGS13","green"
"KCNK2","grey"
"CRISP2","grey"
"KCNF1","turquoise"
"GPR35","turquoise"
"POU5F1P3","turquoise"
"TRIM33","red"
"NIPAL3","grey"
"RGS6","turquoise"
"NEUROD2","turquoise"
"CYP2B7P","turquoise"
"MAGEA8","turquoise"
"ZFAND5","black"
"AP4S1","grey"
"GPR18","green"
"MPZ","grey"
"TAB2","black"
"KLRG1","brown"
"NAT8","magenta"
"MAGEA10","grey"
"PEX2","red"
"REM1","turquoise"
"XDH","turquoise"
"MAB21L2","turquoise"
"PDE6B","grey"
"KLHL25","turquoise"
"RECQL5","turquoise"
"IFT20","pink"
"LILRA4","turquoise"
"FLT4","grey"
"YWHAE","yellow"
"RBP3","turquoise"
"DDX52","red"
"GZMH","green"
"TEKT2","turquoise"
"C8G","turquoise"
"CD1A","brown"
"GNMT","turquoise"
"SGCD","magenta"
"HECW1","turquoise"
"NR5A1","turquoise"
"RASSF9","turquoise"
"MYT1","turquoise"
"TPO","grey"
"SLC22A6","grey"
"CLK4","red"
"BCL11A","brown"
"SEPTIN4","blue"
"CAMK4","turquoise"
"SLC6A2","turquoise"
"IFNG","green"
"MS4A1","green"
"SMOX","turquoise"
"SCN2B","turquoise"
"SLCO1B1","grey"
"PCDHGA8","pink"
"LY9","turquoise"
"RBBP4","yellow"
"SSNA1","blue"
"CCKBR","turquoise"
"SCTR","turquoise"
"SCN1A","grey"
"MTX1","blue"
"NCALD","turquoise"
"TUBD1","grey"
"CCL15","grey"
"LGR5","turquoise"
"BOLA2-SMG1P6","yellow"
"DEFB1","brown"
"FUT6","turquoise"
"GRIN2C","grey"
"P2RX1","turquoise"
"KCNJ1","turquoise"
"RAB6C","black"
"CPNE6","turquoise"
"AFDN-DT","turquoise"
"MSH5","midnightblue"
"GRIN2B","turquoise"
"SERPINB4","brown"
"FLRT1","turquoise"
"ODF2","blue"
"CHEK2","yellow"
"BARX2","brown"
"SLC11A1","turquoise"
"RORA","brown"
"HGS","blue"
"RHD","turquoise"
"ALPG","turquoise"
"SCN3A","turquoise"
"POFUT1","blue"
"ARL17A","turquoise"
"MAGEA9","turquoise"
"ICOS","green"
"NPY6RP","turquoise"
"FABP6","grey"
"GATA1","turquoise"
"GLUD2","purple"
"P2RX5","green"
"IGHV5-78","green"
"CYP4F2","turquoise"
"KCNJ6","turquoise"
"R3HCC1L","grey"
"LINC00588","grey"
"MAGEA12","grey"
"ADGRA3","yellow"
"CDK11A","blue"
"MAPK8","turquoise"
"LOC254896","turquoise"
"ANKMY1","brown"
"DNTT","grey"
"FN1","cyan"
"EIF3K","blue"
"MAGEA11","grey"
"KLF1","turquoise"
"ADH7","grey"
"FUT7","green"
"NRP1","cyan"
"VEGFA","grey"
"HLA-G","green"
"HNF1A","turquoise"
"AKAP12","black"
"CDH8","turquoise"
"FETUB","turquoise"
"BMPR1B","turquoise"
"EFCAB11","turquoise"
"TUBA3C","grey"
"MSH4","turquoise"
"SPAM1","turquoise"
"BIRC3","green"
"B4GALT4","grey"
"TRIM27","purple"
"SLCO3A1","brown"
"CTAG1B","grey"
"CCL23","turquoise"
"RASGRF1","turquoise"
"AKR1C4","turquoise"
"GBX2","turquoise"
"GCGR","pink"
"SIGLEC9","grey"
"PCDHA2","turquoise"
"CYP4F8","brown"
"CASR","turquoise"
"TRIM10","turquoise"
"POLDIP3","grey"
"TNPO2","blue"
"INHBE","grey"
"GBA1LP","magenta"
"ZNF235","turquoise"
"MAGT1","purple"
"ZNF614","turquoise"
"NAA11","turquoise"
"GNAT2","turquoise"
"MFGE8","blue"
"TP53I3","grey"
"SYNJ2","turquoise"
"TTPA","turquoise"
"PHEX","turquoise"
"HYAL1","brown"
"MOGS","blue"
"LST1","green"
"SGCA","brown"
"FBXO9","red"
"GPER1","brown"
"CCIN","grey"
"TNFSF11","green"
"PCLO","grey"
"TTC39A","grey"
"BCKDHB","grey"
"TNFRSF10D","turquoise"
"FOXO3B","grey"
"LOC102724023","blue"
"PPY","turquoise"
"NKX2-1","turquoise"
"PCDHA12","turquoise"
"RGPD5","red"
"SOAT2","turquoise"
"AGPAT2","blue"
"MORN3","pink"
"LPO","turquoise"
"NRTN","grey"
"CLDN14","turquoise"
"KLRC4","grey"
"SLC43A3","magenta"
"SPPL2B","turquoise"
"ZNF514","pink"
"WWOX","turquoise"
"ZNF257","turquoise"
"TRIM5","red"
"LINC00260","pink"
"LDHAL6B","turquoise"
"SPINT2","brown"
"NECAB3","blue"
"PAK5","turquoise"
"ADGRE3","turquoise"
"CALCA","turquoise"
"ONECUT1","grey"
"EPB42","turquoise"
"RGN","turquoise"
"MLX","yellow"
"EPHB1","turquoise"
"GRB7","turquoise"
"DLC1","grey"
"NCR3","green"
"FPR2","turquoise"
"NCOA4","greenyellow"
"MXD4","tan"
"ESR2","turquoise"
"MEG3","turquoise"
"HTR1B","grey"
"TXNRD2","blue"
"POSTN","cyan"
"SLC6A5","turquoise"
"DDX49","tan"
"CALCOCO2","greenyellow"
"RPL13P5","grey"
"PTPRS","grey"
"ARNT","grey"
"ACVRL1","greenyellow"
"NRP2","purple"
"PLAUR","grey"
"TNFRSF25","brown"
"AASS","red"
"SCN11A","turquoise"
"CCN6","turquoise"
"FASLG","green"
"APOBEC3A","green"
"NAA80","grey"
"ANXA2P1","turquoise"
"RAB11FIP5","brown"
"SPAG11A","turquoise"
"EVC","grey"
"ITIH1","turquoise"
"FCGR2B","green"
"KIR2DL1","turquoise"
"POU5F1P4","turquoise"
"PDCD10","black"
"ID2B","grey"
"CDH20","grey"
"TXNDC16","turquoise"
"TRBV19","green"
"PHLPP1","magenta"
"POTEKP","blue"
"ERBB2","brown"
"ST3GAL6","yellow"
"CAPN3","magenta"
"COL4A6","brown"
"LEF1","magenta"
"NPY4R","turquoise"
"MAST4","brown"
"ADRA1D","turquoise"
"GYG2","magenta"
"LARP1","magenta"
"RTN4","brown"
"PKN2","midnightblue"
"IBTK","red"
"TRDV2","green"
"PFKM","purple"
"HSF4","turquoise"
"ASAH1","magenta"
"FCGR2C","green"
"SMAD1","brown"
"KCNB1","turquoise"
"ZNF271P","midnightblue"
"COL19A1","grey"
"GCNT2","magenta"
"MGLL","brown"
"CLIP2","blue"
"HECTD4","pink"
"CROCCP2","red"
"KCNH6","turquoise"
"LOC100288069","grey"
"KCNG1","turquoise"
"CPZ","brown"
"ZNF493","turquoise"
"WASHC2C","grey"
"MLLT11","grey"
"CD47","black"
"PRKD3","magenta"
"NEK1","red"
"NEK3","pink"
"PDE6C","grey"
"AURKC","turquoise"
"AR","brown"
"HGC6.3","turquoise"
"DOK1","green"
"SLC5A5","turquoise"
"TARP","green"
"IFNA21","turquoise"
"IGKC","green"
"DLAT","black"
"THPO","turquoise"
"FAM153A","turquoise"
"GCK","turquoise"
"CCKAR","turquoise"
"GPR45","turquoise"
"PSTPIP1","green"
"LOC102723996","grey"
"ICOSLG","turquoise"
"FSHR","turquoise"
"CNTN1","turquoise"
"ACSL6","turquoise"
"TADA3","blue"
"HAP1","turquoise"
"PROP1","turquoise"
"FUT5","grey"
"GALR2","grey"
"PCDH11Y","turquoise"
"ADAM7","turquoise"
"TMX2-CTNND1","tan"
"ANXA2P3","grey"
"CHRD","turquoise"
"GPR68","grey"
"PTCRA","turquoise"
"ZNF638","red"
"HESX1","turquoise"
"TCEAL2","turquoise"
"UBE3A","red"
"CDK7","black"
"ALB","turquoise"
"KCND3","brown"
"FOLH1B","grey"
"PTPRU","turquoise"
"DSTNP2","grey"
"TUBGCP4","turquoise"
"IFNA2","turquoise"
"ITK","green"
"LRIT1","grey"
"SERPINB13","brown"
"NSMCE4A","black"
"B3GALNT1","grey"
"WDR37","grey"
"KIR3DS1","turquoise"
"N4BP2L1","turquoise"
"KIR2DL2","green"
"IFNA17","turquoise"
"IER3IP1","grey"
"KIR2DL5A","turquoise"
"PADI4","turquoise"
"GGTLC1","turquoise"
"TRPM3","turquoise"
"SC5D","red"
"IGHG3","green"
"TYRO3","grey"
"CCRL2","green"
"TRHR","turquoise"
"NACA4P","pink"
"RGSL1","turquoise"
"FKSG49","turquoise"
"MT1HL1","grey"
"GABARAPL3","brown"
"TTTY9A","turquoise"
"CSPG4P1Y","turquoise"
"TBL1Y","turquoise"
"ZIC4","turquoise"
"RAB36","turquoise"
"SERPINB6","grey"
"DSCAM","turquoise"
"ADRA1A","turquoise"
"PDC","turquoise"
"DSTYK","blue"
"BMP4","brown"
"CYTH4","green"
"GNRHR","turquoise"
"KIR2DS2","turquoise"
"HSPA2","brown"
"ALAS2","turquoise"
"PDLIM4","grey"
"RAPSN","grey"
"MAST2","turquoise"
"MRPS11","blue"
"LRIG1","brown"
"HOPX","brown"
"ETV4","blue"
"TRBV10-2","turquoise"
"ERVH-6","turquoise"
"LRPPRC","yellow"
"ALDOAP2","turquoise"
"FBL","blue"
"DRD3","turquoise"
"ERG","turquoise"
"FTH1P5","grey"
"IGHG1","green"
"IGHV1-69","green"
"IGH","green"
"IGHV3-73","green"
"IGKV1-17","green"
"IGK","green"
"LBP","turquoise"
"GPR135","turquoise"
"POU2F2","green"
"VDAC2","grey"
"PTGDS","greenyellow"
"SOS2","turquoise"
"TRAV12-2","grey"
"ARPC4","blue"
"MOCS1","turquoise"
"MDFIC","black"
"CADM3","turquoise"
"UGT2B28","turquoise"
"DYNC1I2","black"
"MAK16","yellow"
"KIR3DL1","turquoise"
"BBC3","blue"
"TSSK1B","turquoise"
"USP32","yellow"
"TM2D1","black"
"SPIN2B","red"
"CDK19","midnightblue"
"BDH1","brown"
"ANKRD40","grey"
"MGC2889","turquoise"
"ZNF551","grey"
"FMO2","turquoise"
"HYAL3","turquoise"
"FCER1A","brown"
"EVI2B","green"
"PRG2","grey"
"NDUFS7","blue"
"RLN1","turquoise"
"SLC25A17","yellow"
"ATP5PB","black"
"UBE2D1","red"
"PNLIPRP2","turquoise"
"GINS4","yellow"
"LAT2","green"
"SERINC3","purple"
"ZKSCAN3","turquoise"
"MMACHC","grey"
"AP2A2","grey"
"TREX2","brown"
"KMT2D","turquoise"
"IGLJ3","green"
"PCDHGB5","turquoise"
"PCDHA6","grey"
"TNIK","turquoise"
"IGKV1-5","green"
"PCDHA5","grey"
"CYP3A7-CYP3A51P","brown"
"ATRN","purple"
"PCDHA10","turquoise"
"PCDHA3","turquoise"
"PCDHGA9","turquoise"
"KAT6B","grey"
"PCDHGA10","turquoise"
"PCDHGA11","blue"
"PCDHGA3","blue"
"PARD6B","turquoise"
"TUBB7P","turquoise"
"MYO1A","brown"
"PAPPA2","turquoise"
"ZNF471","turquoise"
"PLCB1","turquoise"
"MYH9","blue"
"DYNC1H1","blue"
"HNRNPA3","red"
"GANAB","blue"
"ARL6IP1","yellow"
"HSPA5","purple"
"EIF4B","grey"
"TPT1","salmon"
"PRRC2C","midnightblue"
"ITGB1","black"
"UBR4","brown"
"IPO5","yellow"
"RAB7A","magenta"
"ZFP36L1","brown"
"ARPC5","purple"
